9:50:23 PM, 1,Test Contact01,-37.809248233543826,144.96060637808768,
9:50:23 PM, 2,Test Contact02,-37.80938876481279,144.96054542101254,
9:50:23 PM, 3,Test Contact03,-37.809228746175236,144.96040265926723,
10:05:23 PM, 1,Test Contact01,-37.8092438534509,144.96059533651496,
10:05:23 PM, 2,Test Contact02,-37.80964705295052,144.96027595501062,
10:05:23 PM, 3,Test Contact03,-37.8093442264,144.9602941139627,
10:20:23 PM, 1,Test Contact01,-37.80932997067402,144.96042312793884,
10:20:23 PM, 2,Test Contact02,-37.80946308277948,144.96075724438535,
10:20:23 PM, 3,Test Contact03,-37.80951438381971,144.96065632316655,
10:35:23 PM, 1,Test Contact01,-37.80924685273453,144.96061653732602,
10:35:23 PM, 2,Test Contact02,-37.80976816165309,144.9603215564946,
10:35:23 PM, 3,Test Contact03,-37.80951539004639,144.96076921355527,
10:50:23 PM, 1,Test Contact01,-37.80959582421748,144.96076113462726,
10:50:23 PM, 2,Test Contact02,-37.809449333900595,144.96062141268206,
10:50:23 PM, 3,Test Contact03,-37.809427987021536,144.96060618096396,
11:05:23 PM, 1,Test Contact01,-37.80934657933068,144.9602568227971,
11:05:23 PM, 2,Test Contact02,-37.80956099658318,144.960410344558,
11:05:23 PM, 3,Test Contact03,-37.809525304041784,144.96063281843703,
11:20:23 PM, 1,Test Contact01,-37.80978680213504,144.96020432497562,
11:20:23 PM, 2,Test Contact02,-37.80945275677589,144.96032192300487,
11:20:23 PM, 3,Test Contact03,-37.80933299128401,144.9602631502297,
11:35:23 PM, 1,Test Contact01,-37.80928702040598,144.9602755916478,
11:35:23 PM, 2,Test Contact02,-37.80951905068313,144.96033419979693,
11:35:23 PM, 3,Test Contact03,-37.809533220770035,144.96079023990845,
11:50:23 PM, 1,Test Contact01,-37.80922729501045,144.96057376927877,
11:50:23 PM, 2,Test Contact02,-37.809636159958366,144.96030212369396,
11:50:23 PM, 3,Test Contact03,-37.80928554097577,144.9606835281068,
12:05:23 AM, 1,Test Contact01,-37.80925811049296,144.96042810508848,
12:05:23 AM, 2,Test Contact02,-37.80956348533872,144.9604255261696,
12:05:23 AM, 3,Test Contact03,-37.80952351510261,144.96020351891826,
12:20:23 AM, 1,Test Contact01,-37.80959587904328,144.96022546023477,
12:20:23 AM, 2,Test Contact02,-37.809451593932046,144.9603462842438,
12:20:23 AM, 3,Test Contact03,-37.80966297255134,144.96054871541432,
12:35:23 AM, 1,Test Contact01,-37.809543369431104,144.96059808467905,
12:35:23 AM, 2,Test Contact02,-37.809682339595135,144.9607522516908,
12:35:23 AM, 3,Test Contact03,-37.80944137673288,144.96075887136152,
12:50:23 AM, 1,Test Contact01,-37.80959607024309,144.96037771050922,
12:50:23 AM, 2,Test Contact02,-37.809738334968074,144.96034012176094,
12:50:23 AM, 3,Test Contact03,-37.8097734563458,144.96055717054307,
1:05:23 AM, 1,Test Contact01,-37.80937531318691,144.96061521750516,
1:05:23 AM, 2,Test Contact02,-37.80949167557556,144.9605527871112,
1:05:23 AM, 3,Test Contact03,-37.80944043205455,144.9606419838249,
1:20:23 AM, 1,Test Contact01,-37.80940561280219,144.96064510370553,
1:20:23 AM, 2,Test Contact02,-37.809355900342844,144.9607728630901,
1:20:23 AM, 3,Test Contact03,-37.809472840828086,144.96062212944489,
1:35:23 AM, 1,Test Contact01,-37.80962419320051,144.96045237462403,
1:35:23 AM, 2,Test Contact02,-37.80926091472128,144.96040233052722,
1:35:23 AM, 3,Test Contact03,-37.80969343682526,144.96072944230318,
1:50:23 AM, 1,Test Contact01,-37.809531517255955,144.96044948845935,
1:50:23 AM, 2,Test Contact02,-37.80969757207543,144.96048385182303,
1:50:23 AM, 3,Test Contact03,-37.809469625650095,144.9606059327854,
2:05:23 AM, 1,Test Contact01,-37.80922862736973,144.9606815283795,
2:05:23 AM, 2,Test Contact02,-37.809705752461106,144.96078296059542,
2:05:23 AM, 3,Test Contact03,-37.80970643894016,144.9604325060007,
2:20:23 AM, 1,Test Contact01,-37.80976544659998,144.9606033094875,
2:20:23 AM, 2,Test Contact02,-37.809325414447756,144.96042838865705,
2:20:23 AM, 3,Test Contact03,-37.8095726228002,144.96039035600901,
2:35:23 AM, 1,Test Contact01,-37.809578443740705,144.96048278381977,
2:35:23 AM, 2,Test Contact02,-37.80953192132549,144.96064226553528,
2:35:23 AM, 3,Test Contact03,-37.809384818182956,144.96058861795686,
2:50:23 AM, 1,Test Contact01,-37.80952018176262,144.96051662480258,
2:50:23 AM, 2,Test Contact02,-37.80948202817122,144.96034042391324,
2:50:23 AM, 3,Test Contact03,-37.80922824824648,144.96068214278566,
3:05:23 AM, 1,Test Contact01,-37.80958056579335,144.96034761917772,
3:05:23 AM, 2,Test Contact02,-37.809511705794236,144.96056881013294,
3:05:23 AM, 3,Test Contact03,-37.80922636785063,144.96058647430573,
3:20:23 AM, 1,Test Contact01,-37.80973278042556,144.96036646244036,
3:20:23 AM, 2,Test Contact02,-37.80936729188174,144.96050389980988,
3:20:23 AM, 3,Test Contact03,-37.80930551870043,144.96028399695751,
3:35:23 AM, 1,Test Contact01,-37.80927802597859,144.9604953602181,
3:35:23 AM, 2,Test Contact02,-37.80959249470658,144.96078754727776,
3:35:23 AM, 3,Test Contact03,-37.809362090724335,144.96033215308236,
3:50:23 AM, 1,Test Contact01,-37.80974367590324,144.96038572506808,
3:50:23 AM, 2,Test Contact02,-37.809220099610584,144.9604099707929,
3:50:23 AM, 3,Test Contact03,-37.809616711430685,144.96042359273363,
4:05:23 AM, 1,Test Contact01,-37.809650201910614,144.96033109255117,
4:05:23 AM, 2,Test Contact02,-37.809772789869356,144.96048433534838,
4:05:23 AM, 3,Test Contact03,-37.80952963994911,144.96071673367368,
4:20:23 AM, 1,Test Contact01,-37.80950334584023,144.96057865540328,
4:20:23 AM, 2,Test Contact02,-37.80941561049812,144.96027400887428,
4:20:23 AM, 3,Test Contact03,-37.80931027780939,144.96032671773972,
4:35:23 AM, 1,Test Contact01,-37.80979912768801,144.96041364617625,
4:35:23 AM, 2,Test Contact02,-37.809235972421604,144.96040602779698,
4:35:23 AM, 3,Test Contact03,-37.80964734295934,144.96073001747766,
4:50:23 AM, 1,Test Contact01,-37.80931931306812,144.96045092992642,
4:50:23 AM, 2,Test Contact02,-37.80957778490973,144.9602142316596,
4:50:23 AM, 3,Test Contact03,-37.80923998367724,144.96074546809567,
5:05:23 AM, 1,Test Contact01,-37.809722240249435,144.96077396586304,
5:05:23 AM, 2,Test Contact02,-37.80930576133732,144.96025115533692,
5:05:23 AM, 3,Test Contact03,-37.80945850453231,144.96028038998128,
5:20:23 AM, 1,Test Contact01,-37.809736124072664,144.9607547535199,
5:20:23 AM, 2,Test Contact02,-37.809514989080064,144.96035296944495,
5:20:23 AM, 3,Test Contact03,-37.80950038301698,144.9606084692005,
5:35:23 AM, 1,Test Contact01,-37.8092861788103,144.96022711078382,
5:35:23 AM, 2,Test Contact02,-37.809579681064704,144.96026602638486,
5:35:23 AM, 3,Test Contact03,-37.80933619280387,144.9603275443679,
5:50:23 AM, 1,Test Contact01,-37.80923958287899,144.96039288159864,
5:50:23 AM, 2,Test Contact02,-37.809213207926696,144.96079201821564,
5:50:23 AM, 3,Test Contact03,-37.80952361385386,144.96054740120937,
6:05:23 AM, 1,Test Contact01,-37.80944926309776,144.96055530646393,
6:05:23 AM, 2,Test Contact02,-37.80970798845292,144.96029212593416,
6:05:23 AM, 3,Test Contact03,-37.809577970005805,144.96071271610506,
6:20:23 AM, 1,Test Contact01,-37.80969390148524,144.96050030183915,
6:20:23 AM, 2,Test Contact02,-37.80956691363942,144.96073520468113,
6:20:23 AM, 3,Test Contact03,-37.809256138104544,144.96057266194052,
6:35:23 AM, 1,Test Contact01,-37.8096320338656,144.9605049020172,
6:35:23 AM, 2,Test Contact02,-37.809515391508896,144.96047299740414,
6:35:23 AM, 3,Test Contact03,-37.809778037202165,144.96048025806718,
6:50:23 AM, 1,Test Contact01,-37.809356560401405,144.9605283616317,
6:50:23 AM, 2,Test Contact02,-37.80979189562955,144.96038421923436,
6:50:23 AM, 3,Test Contact03,-37.80977643019365,144.9602208055919,
7:05:23 AM, 1,Test Contact01,-37.80940574715241,144.9606367648216,
7:05:23 AM, 2,Test Contact02,-37.809511525775925,144.96032234722125,
7:05:23 AM, 3,Test Contact03,-37.80934102056557,144.96072481513886,
7:20:23 AM, 1,Test Contact01,-37.80977055586726,144.96049343235617,
7:20:23 AM, 2,Test Contact02,-37.8097473648777,144.96021795236203,
7:20:23 AM, 3,Test Contact03,-37.80947575174533,144.96067744964822,
7:35:23 AM, 1,Test Contact01,-37.80935797132117,144.96039757507015,
7:35:23 AM, 2,Test Contact02,-37.80970353649772,144.9604799163416,
7:35:23 AM, 3,Test Contact03,-37.80969713417877,144.96027003696807,
7:50:23 AM, 1,Test Contact01,-37.80940734305207,144.96022075634914,
7:50:23 AM, 2,Test Contact02,-37.80949640384662,144.96048100004185,
7:50:23 AM, 3,Test Contact03,-37.80920403268192,144.96029164730012,
8:05:23 AM, 1,Test Contact01,-37.80950244402388,144.96033866192522,
8:05:23 AM, 2,Test Contact02,-37.80921024794355,144.9606377172495,
8:05:23 AM, 3,Test Contact03,-37.80929271220644,144.96058769736737,
8:20:23 AM, 1,Test Contact01,-37.80942616743782,144.96041392686507,
8:20:23 AM, 2,Test Contact02,-37.809554340774994,144.9603536827366,
8:20:23 AM, 3,Test Contact03,-37.80938151177177,144.9605412775642,
8:35:23 AM, 1,Test Contact01,-37.80952710364694,144.96039945282595,
8:35:23 AM, 2,Test Contact02,-37.80928228396206,144.96040654047977,
8:35:23 AM, 3,Test Contact03,-37.809563111315256,144.96050026838375,
8:50:23 AM, 1,Test Contact01,-37.809526609189724,144.96051150619758,
8:50:23 AM, 2,Test Contact02,-37.80961388500844,144.96055385301153,
8:50:23 AM, 3,Test Contact03,-37.809594172619576,144.96048380950435,
9:05:23 AM, 1,Test Contact01,-37.80971971817394,144.96079428711008,
9:05:23 AM, 2,Test Contact02,-37.80955613623698,144.96051118851574,
9:05:23 AM, 3,Test Contact03,-37.80944674187228,144.96077542690213,
9:20:23 AM, 1,Test Contact01,-37.80940104843866,144.96075459184593,
9:20:23 AM, 2,Test Contact02,-37.80929386789499,144.96042994576604,
9:20:23 AM, 3,Test Contact03,-37.80942714355984,144.9604328522413,
9:35:23 AM, 1,Test Contact01,-37.80957479158931,144.96049427505574,
9:35:23 AM, 2,Test Contact02,-37.809712560320214,144.9602527002202,
9:35:23 AM, 3,Test Contact03,-37.80936949408976,144.96071765117676,
9:50:23 AM, 1,Test Contact01,-37.8097423920006,144.9602826951227,
9:50:23 AM, 2,Test Contact02,-37.80943519149502,144.9607451554305,
9:50:23 AM, 3,Test Contact03,-37.80924511326576,144.9604382065739,
10:05:23 AM, 1,Test Contact01,-37.80946843618279,144.960580062593,
10:05:23 AM, 2,Test Contact02,-37.80937081168939,144.96025688332938,
10:05:23 AM, 3,Test Contact03,-37.80921808357869,144.96028999449803,
10:20:23 AM, 1,Test Contact01,-37.809529784810564,144.96060010152078,
10:20:23 AM, 2,Test Contact02,-37.80926309522447,144.96072430362835,
10:20:23 AM, 3,Test Contact03,-37.80930244616375,144.96051568907768,
10:35:23 AM, 1,Test Contact01,-37.809389656817984,144.96065679240274,
10:35:23 AM, 2,Test Contact02,-37.80943011697994,144.9603407774049,
10:35:23 AM, 3,Test Contact03,-37.80962884806105,144.9603583027661,
10:50:23 AM, 1,Test Contact01,-37.80960116246613,144.9606109364962,
10:50:23 AM, 2,Test Contact02,-37.8095491083791,144.96073789084875,
10:50:23 AM, 3,Test Contact03,-37.80975806496858,144.9604728040556,
11:05:23 AM, 1,Test Contact01,-37.80953700098961,144.96046923093226,
11:05:23 AM, 2,Test Contact02,-37.80956840870424,144.960472224214,
11:05:23 AM, 3,Test Contact03,-37.80934528510416,144.96074057264167,
11:20:23 AM, 1,Test Contact01,-37.80952638380262,144.96040846554695,
11:20:23 AM, 2,Test Contact02,-37.809539064247076,144.96023200509705,
11:20:23 AM, 3,Test Contact03,-37.8096813001362,144.9602073936216,
11:35:23 AM, 1,Test Contact01,-37.809228786302604,144.96063296140224,
11:35:23 AM, 2,Test Contact02,-37.80942573420686,144.9604725270577,
11:35:23 AM, 3,Test Contact03,-37.80964312856348,144.96026582638015,
11:50:23 AM, 1,Test Contact01,-37.80951831517151,144.9603227115343,
11:50:23 AM, 2,Test Contact02,-37.80926530933537,144.96057819041806,
11:50:23 AM, 3,Test Contact03,-37.80976478903961,144.9603187004627,
12:05:23 PM, 1,Test Contact01,-37.80963312493613,144.96020672173282,
12:05:23 PM, 2,Test Contact02,-37.80953588252417,144.96051823582795,
12:05:23 PM, 3,Test Contact03,-37.809486019048826,144.96079980924512,
12:20:23 PM, 1,Test Contact01,-37.809761621441446,144.96038027737947,
12:20:23 PM, 2,Test Contact02,-37.80953174911896,144.96041405773033,
12:20:23 PM, 3,Test Contact03,-37.80940914060947,144.9607638330845,
12:35:23 PM, 1,Test Contact01,-37.809700722372774,144.9602713968599,
12:35:23 PM, 2,Test Contact02,-37.80952465586835,144.9602353984049,
12:35:23 PM, 3,Test Contact03,-37.80955783168411,144.96037899521323,
12:50:23 PM, 1,Test Contact01,-37.809300150675476,144.96071131668876,
12:50:23 PM, 2,Test Contact02,-37.80954962942143,144.96037335008515,
12:50:23 PM, 3,Test Contact03,-37.80931146355327,144.9605174274394,
1:05:23 PM, 1,Test Contact01,-37.80937893535107,144.96035285373478,
1:05:23 PM, 2,Test Contact02,-37.809466844711714,144.96024817444436,
